,Date,Open,High,Low,Close,Adj Close,Volume
119,2019-12-18,1563.0,1580.0,1562.0,1575.849976,1575.849976,6739582.0
120,2019-12-19,1573.699951,1614.900024,1571.800049,1609.949951,1609.949951,9375484.0
121,2019-12-20,1615.0,1617.550049,1596.099976,1599.099976,1599.099976,9724619.0
122,2019-12-23,1560.099976,1577.550049,1557.800049,1571.400024,1571.400024,11478429.0
123,2019-12-24,1568.900024,1572.050049,1542.5,1546.449951,1546.449951,8251144.0
124,2019-12-26,1541.650024,1552.949951,1510.150024,1515.400024,1515.400024,13605737.0
125,2019-12-27,1527.0,1546.199951,1521.300049,1542.349976,1542.349976,8081591.0
126,2019-12-30,1545.949951,1547.650024,1528.050049,1544.199951,1544.199951,7828402.0
127,2019-12-31,1542.0,1543.699951,1508.050049,1514.050049,1514.050049,10150467.0
128,2020-01-01,1518.0,1527.099976,1505.5,1509.599976,1509.599976,6402372.0
129,2020-01-02,1512.0,1540.949951,1512.0,1535.300049,1535.300049,8096561.0
130,2020-01-03,1533.0,1541.650024,1523.0,1537.150024,1537.150024,9593498.0
131,2020-01-06,1520.0,1527.900024,1498.0,1501.5,1501.5,11209343.0
132,2020-01-07,1519.0,1534.5,1513.5,1524.599976,1524.599976,7627191.0
133,2020-01-08,1515.0,1534.449951,1510.0,1513.150024,1513.150024,7336561.0
134,2020-01-09,1538.599976,1550.0,1531.25,1548.0,1548.0,6849606.0
135,2020-01-10,1551.900024,1557.949951,1539.650024,1547.650024,1547.650024,5704686.0
136,2020-01-13,1545.050049,1558.699951,1538.400024,1543.699951,1543.699951,8358090.0
137,2020-01-14,1540.0,1550.0,1521.849976,1529.400024,1529.400024,7230788.0
138,2020-01-15,1535.849976,1539.900024,1518.25,1523.849976,1523.849976,7231393.0
139,2020-01-16,1529.0,1543.349976,1528.0,1537.900024,1537.900024,5873662.0
140,2020-01-17,1553.5,1584.949951,1553.199951,1581.0,1581.0,13469708.0
141,2020-01-20,1609.0,1609.0,1526.400024,1532.349976,1532.349976,14878868.0
142,2020-01-21,1528.599976,1545.849976,1522.0,1533.900024,1533.900024,8650831.0
143,2020-01-22,1544.0,1546.75,1531.099976,1533.349976,1533.349976,4719245.0
144,2020-01-23,1536.5,1541.949951,1520.699951,1526.849976,1526.849976,5142088.0
145,2020-01-24,1527.0,1536.349976,1518.550049,1521.550049,1521.550049,6687633.0
146,2020-01-27,1514.900024,1524.449951,1505.0,1506.550049,1506.550049,6120429.0
147,2020-01-28,1508.599976,1510.0,1463.599976,1471.75,1471.75,11215313.0
148,2020-01-29,1474.050049,1494.400024,1464.050049,1479.849976,1479.849976,11313297.0
149,2020-01-30,1479.0,1479.699951,1440.0,1443.75,1443.75,10241756.0
150,2020-01-31,1453.0,1453.25,1407.199951,1411.650024,1411.650024,15886673.0
151,2020-02-03,1369.900024,1399.949951,1363.050049,1385.5,1385.5,14040626.0
152,2020-02-04,1400.0,1432.5,1397.800049,1426.400024,1426.400024,11604666.0
153,2020-02-05,1434.900024,1452.800049,1430.300049,1448.5,1448.5,8444823.0
154,2020-02-06,1454.099976,1467.0,1440.099976,1457.800049,1457.800049,7103715.0
155,2020-02-07,1451.0,1452.349976,1428.300049,1433.650024,1433.650024,5581641.0
156,2020-02-10,1428.0,1445.5,1410.449951,1435.599976,1435.599976,6922631.0
157,2020-02-11,1447.400024,1466.199951,1445.050049,1452.75,1452.75,6400245.0
158,2020-02-12,1456.150024,1474.849976,1455.0,1470.300049,1470.300049,6187091.0
159,2020-02-13,1477.75,1477.75,1462.599976,1474.150024,1474.150024,6201763.0
160,2020-02-14,1477.25,1501.449951,1453.099976,1487.599976,1487.599976,9704655.0
161,2020-02-17,1489.0,1506.150024,1474.300049,1478.25,1478.25,6011340.0
162,2020-02-18,1475.900024,1475.900024,1457.400024,1467.400024,1467.400024,5086964.0
163,2020-02-19,1479.349976,1506.449951,1475.099976,1503.800049,1503.800049,6438918.0
164,2020-02-20,1497.0,1508.0,1483.800049,1485.949951,1485.949951,7722577.0
165,2020-02-24,1469.75,1477.0,1439.550049,1444.949951,1444.949951,9769743.0
166,2020-02-25,1451.400024,1451.400024,1410.0,1416.400024,1416.400024,12684109.0
167,2020-02-26,1410.0,1412.349976,1387.349976,1392.0,1392.0,13423661.0
168,2020-02-27,1388.0,1393.800049,1369.0,1386.25,1386.25,11454300.0
169,2020-02-28,1354.900024,1357.0,1325.0,1328.650024,1328.650024,17973847.0
170,2020-03-02,1355.099976,1369.0,1301.099976,1316.150024,1316.150024,13486634.0
171,2020-03-03,1329.699951,1353.900024,1322.0,1342.849976,1342.849976,12525809.0
172,2020-03-04,1352.0,1353.800049,1307.900024,1339.699951,1339.699951,10105782.0
173,2020-03-05,1352.199951,1357.949951,1306.0,1311.150024,1311.150024,13948324.0
174,2020-03-06,1270.0,1288.150024,1241.099976,1271.0,1271.0,15422068.0
175,2020-03-09,1240.050049,1241.0,1095.0,1114.150024,1114.150024,40316138.0
176,2020-03-11,1108.0,1178.449951,1108.0,1153.550049,1153.550049,27237321.0
177,2020-03-12,1085.0,1101.0,1048.699951,1063.0,1063.0,25587823.0
178,2020-03-13,998.0,1140.0,942.400024,1105.300049,1105.300049,33509107.0
179,2020-03-16,1060.550049,1079.699951,1005.0,1015.7000119999999,1015.7000119999999,17592794.0
180,2020-03-17,1047.25,1060.0,1003.2000119999999,1008.0,1008.0,20776373.0
181,2020-03-18,1025.300049,1035.900024,961.0,968.5,968.5,20449241.0
182,2020-03-19,920.099976,967.0,892.2000119999999,917.7000119999999,917.7000119999999,28071848.0
183,2020-03-20,939.5,1034.900024,930.0,1017.9500119999999,1017.9500119999999,28966278.0
184,2020-03-23,916.2000119999999,950.0,875.650024,884.0499880000001,884.0499880000001,18593390.0
185,2020-03-24,930.0,970.0,895.7999880000001,943.400024,943.400024,20908452.0
186,2020-03-25,963.7999880000001,1151.550049,963.25,1082.25,1082.25,33432712.0
187,2020-03-26,1095.800049,1116.900024,1042.349976,1066.199951,1066.199951,20912841.0
188,2020-03-27,1095.0,1107.300049,1046.199951,1065.599976,1065.599976,19044609.0
189,2020-03-30,1040.599976,1074.800049,1020.0,1030.449951,1030.449951,13820078.0
190,2020-03-31,1073.949951,1129.800049,1048.0,1113.75,1113.75,20249183.0
191,2020-04-01,1122.25,1124.599976,1045.199951,1080.449951,1080.449951,19016959.0
192,2020-04-03,1134.449951,1134.449951,1056.300049,1077.449951,1077.449951,18911970.0
193,2020-04-07,1102.099976,1214.0,1100.0,1206.099976,1206.099976,24857792.0
194,2020-04-08,1180.0,1229.0,1160.0,1192.150024,1192.150024,22803609.0
195,2020-04-09,1214.0,1232.800049,1193.0,1219.949951,1219.949951,15101511.0
196,2020-04-13,1203.949951,1215.0,1180.0,1189.150024,1189.150024,10822858.0
197,2020-04-15,1197.050049,1236.0,1143.0,1149.849976,1149.849976,16147958.0
198,2020-04-16,1149.849976,1187.449951,1145.0,1168.050049,1168.050049,17123489.0
199,2020-04-17,1216.0,1230.0,1192.650024,1224.0,1224.0,15209621.0
200,2020-04-20,1226.0,1257.0,1202.0,1243.800049,1243.800049,16472130.0
201,2020-04-21,1210.0,1252.0,1164.0,1237.349976,1237.349976,28057044.0
202,2020-04-22,1320.0,1384.900024,1300.0,1363.599976,1363.599976,65230035.0
203,2020-04-23,1367.349976,1385.849976,1353.300049,1370.900024,1370.900024,29928168.0
204,2020-04-24,1350.150024,1494.949951,1347.199951,1417.0,1417.0,61711199.0
205,2020-04-27,1434.0,1475.0,1423.0,1429.75,1429.75,26736415.0
206,2020-04-28,1450.0,1455.449951,1392.150024,1428.150024,1428.150024,35866256.0
207,2020-04-29,1444.900024,1453.650024,1420.0,1426.949951,1426.949951,17141303.0
208,2020-04-30,1440.300049,1480.910034,1424.550049,1452.22998,1452.22998,32926121.0
209,2020-05-04,1426.47998,1451.23999,1404.140015,1421.719971,1421.719971,24670336.0
210,2020-05-05,1440.050049,1465.109985,1433.609985,1446.930054,1446.930054,20723079.0
211,2020-05-06,1450.25,1471.01001,1431.930054,1447.030029,1447.030029,18685710.0
212,2020-05-07,1441.339966,1499.439941,1431.430054,1492.800049,1492.800049,23087436.0
213,2020-05-08,1530.48999,1565.060059,1522.670044,1547.130005,1547.130005,38887255.0
214,2020-05-11,1565.160034,1599.839966,1557.540039,1561.98999,1561.98999,30959745.0
215,2020-05-12,1550.109985,1553.619995,1451.23999,1465.359985,1465.359985,46465281.0
216,2020-05-13,1527.0,1527.0,1454.0,1496.449951,1496.449951,30657492.0
217,2020-05-14,1469.0,1496.699951,1430.050049,1435.949951,1435.949951,22736607.0
218,2020-05-15,1444.0,1466.699951,1415.099976,1459.400024,1459.400024,28683258.0
219,2020-05-18,1470.0,1482.0,1428.0,1440.75,1440.75,28980385.0
220,2020-05-19,1457.0,1461.699951,1403.25,1408.900024,1408.900024,19528760.0
221,2020-05-20,1410.0,1446.849976,1393.0,1433.699951,1433.699951,25530626.0
222,2020-05-21,1435.0,1461.449951,1425.0,1441.25,1441.25,18076017.0
223,2020-05-22,1451.800049,1458.0,1426.5,1431.550049,1431.550049,17458065.0
224,2020-05-26,1448.150024,1449.699951,1416.300049,1424.050049,1424.050049,15329472.0
225,2020-05-27,1431.0,1454.0,1412.0,1445.550049,1445.550049,16460756.0
226,2020-05-28,1455.0,1479.75,1449.0,1472.25,1472.25,18518271.0
227,2020-05-29,1468.0,1472.0,1452.650024,1464.400024,1464.400024,18470390.0
228,2020-06-01,1480.0,1538.349976,1475.949951,1520.349976,1520.349976,18434012.0
229,2020-06-02,1526.0,1540.0,1520.800049,1535.699951,1535.699951,10224049.0
230,2020-06-03,1545.0,1560.0,1533.349976,1541.650024,1541.650024,11713461.0
231,2020-06-04,1544.0,1589.5,1541.0,1579.800049,1579.800049,15784379.0
232,2020-06-05,1595.0,1618.0,1573.699951,1581.699951,1581.699951,15264885.0
233,2020-06-08,1618.400024,1618.400024,1565.0,1569.5,1569.5,14497996.0
234,2020-06-09,1560.300049,1583.0,1533.0,1537.150024,1537.150024,11933076.0
235,2020-06-10,1543.099976,1579.550049,1540.050049,1572.150024,1572.150024,10214213.0
236,2020-06-11,1566.0,1567.949951,1531.0,1537.699951,1537.699951,9408046.0
237,2020-06-12,1500.0,1593.0,1497.0,1588.800049,1588.800049,17790311.0
238,2020-06-15,1565.0,1626.949951,1561.099976,1614.550049,1614.550049,24509058.0
239,2020-06-16,1643.0,1648.550049,1585.300049,1617.699951,1617.699951,23622794.0
240,2020-06-17,1608.25,1635.449951,1602.099976,1615.349976,1615.349976,19282411.0
241,2020-06-18,1607.0,1665.0,1605.599976,1655.900024,1655.900024,18677617.0
242,2020-06-19,1670.0,1788.800049,1662.0,1759.4000239999998,1759.4000239999998,48828609.0
243,2020-06-22,1773.4000239999998,1804.199951,1735.0,1746.1500239999998,1746.1500239999998,27781693.0
244,2020-06-23,1750.0,1763.75,1716.0999760000002,1720.9000239999998,1720.9000239999998,17519493.0
245,2020-06-24,1735.9000239999998,1771.5999760000002,1711.699951,1727.8499760000002,1727.8499760000002,23804455.0
